id	text	label
LLM_SEX_005540	মেয়েরা রাস্তায় বেরোলেই পুরুষদের চোখ পড়ে, নিজেদের পোশাক ঠিক করলে তো আর হয় না।	Sexism
LLM_SEX_005541	পুরুষদের কথা শুনলে মেয়েদের বুদ্ধি বাড়ে, নিজেদের সিদ্ধান্তে তো শুধু ভুলই করে।	Sexism
LLM_SEX_005542	অফিসের কাজে মেয়েদের আনাগোনা মানেই গসিপ আর সময় নষ্ট, প্রোডাক্টিভিটি বলে কিছু থাকে না।	Sexism
LLM_SEX_005543	নারী স্বাধীনতা মানেই পুরুষদের জন্য বিপদ, ওরা তো শুধু বিশৃঙ্খলা সৃষ্টি করে।	Sexism
LLM_SEX_005544	কর্মজীবী নারীরা শুধু ঘরের শান্তি নষ্ট করে, তাদের আসল জায়গা তো ঘরে।	Sexism
LLM_SEX_005545	এইসব 'আধুনি' মেয়েদের কথায় কান দিলে সংসার ভেঙে যাবে, ওদের নিজেদেরই বুদ্ধি নেই।	Sexism
LLM_SEX_005546	নারীরা সন্তান পালনে যতটা দক্ষ, দেশ শাসনে ততটা অক্ষম।	Sexism
LLM_SEX_005547	মেয়েদের মুখে বড় কথা মানায় না, ওদের কাজ তো শুধু সুন্দর করে হাসা।	Sexism
LLM_SEX_005548	বিয়ে ছাড়া যারা একা থাকতে চায়, তারা আসলে পুরুষের নজর কাড়ার ধান্দায় থাকে।	Sexism
LLM_SEX_005549	শিক্ষিত মেয়েদের শুধু অহংকার বাড়ে, তাদের দিয়ে ভালো বউ হয় না।	Sexism
LLM_SEX_005550	সব মেয়েরা একই রকম, একটু সুযোগ পেলেই চরিত্র নষ্ট করে।	Sexism
LLM_SEX_005551	নারীর বুদ্ধি পাছায়, সামনে রেখে কোনো লাভ নেই।	Sexism
LLM_SEX_005552	এই ন্যাকামি করা মেয়েদের দেখলে মেজাজ খারাপ হয়, এদের তো শুধু পুরুষের মনোযোগ চাই।	Sexism
LLM_SEX_005553	এইসব মেয়েরা শুধু নিজেকে সাজিয়ে পুরুষদের চোখে পড়তে চায়, আর কোনো কাজ নেই।	Sexism
LLM_SEX_005554	মেয়েদের দিয়ে বড় সিদ্ধান্ত নেওয়া যায় না, ওদের বুদ্ধিতে শুধু সংসারের চিন্তা ঘোরে।	Sexism
LLM_SEX_005555	শালীন পোশাক পরলে এত সমস্যা হতো না, নিজের শরীর দেখিয়ে কেন ছেলেদের প্রলুব্ধ করো?	Sexism
LLM_SEX_005556	এই সমাজে মেয়েরা তো শুধু বোঝা, এদের পেছনে খরচ ছাড়া আর কিছুই হয় না।	Sexism
LLM_SEX_005557	দেশ চালাতে পুরুষরাই ভালো, মেয়েদের তো সামান্য রাগের মাথায় সব উল্টাপাল্টা করে ফেলে।	Sexism
LLM_SEX_005558	আজকালকার মেয়েরা শুধু টাকা দেখে প্রেম করে, ভালোবাসা এদের কাছে সস্তা।	Sexism
LLM_SEX_005559	ওকে দেখে মনে হয় না সে নারী বা পুরুষ, এরা তো সমাজের বোঝা আর বিকৃত রুচির উদাহরণ।	Sexism
LLM_SEX_005560	যে মেয়ে ভাত রাঁধতে পারে না, সে আবার ঘরের বউ হবে? হাস্যকর।	Sexism
LLM_SEX_005561	নারী অধিকারের নামে এরা শুধু নিজেদের সুবিধা খোঁজে, সমাজের ভালোর জন্য কিছু করে না।	Sexism
LLM_SEX_005562	মেয়েদের কণ্ঠস্বর তো মিষ্টি হওয়ার কথা, এত জোরে কথা বললে পুরুষদের কানে লাগে।	Sexism
LLM_SEX_005563	মেয়েদের আসল জায়গা তো রান্নাঘর আর সংসার, বাইরে কী কাজ?	Sexism
LLM_SEX_005564	যে মেয়ে রান্না করতে জানে না, সে আবার কিসের বউ? সংসার চালানোর মুরোদ নেই।	Sexism
LLM_SEX_005565	এত ডিগ্রি নিয়ে কী হবে যদি দু'বেলা ভাতই রাঁধতে না পারো? মেয়েদের কাজ তো এটাই।	Sexism
LLM_SEX_005566	নারীর স্থান রান্নাঘরেই শোভা পায়, বাইরের দুনিয়া তার জন্য নয়।	Sexism
LLM_SEX_005567	রান্না ভালো হলে তবেই তো বউদের খাতির, না হলে তো শুধু অশান্তি।	Sexism
LLM_SEX_005568	স্বামী-সন্তানকে খাইয়ে সুখী করাই তো মেয়েদের জীবনের একমাত্র লক্ষ্য হওয়া উচিত।	Sexism
LLM_SEX_005569	চাকরি করার এত শখ কেন? তোমার আসল প্রতিভা তো হেঁশেলেই, সেখানেই মানায়।	Sexism
LLM_SEX_005570	যে মেয়ে ভালো রাঁধতে পারে না, তার দিয়ে ভালো সংসার আশা করা বোকামি।	Sexism
LLM_SEX_005571	আজকালকার মেয়েরা শুধু সাজগোজ বোঝে, রান্নাবান্না করতে পারে না, এরা তো পরিবারের বোঝা।	Sexism
LLM_SEX_005572	মেয়েদের রান্না তো শুধু পেট ভরাবার জন্য, আসল স্বাদ তো পুরুষদের হাতেই আসে।	Sexism
LLM_SEX_005573	এরা তো হিজড়া না, নাটক করে সব। টাকা তোলার নতুন ফন্দি।	Sexism
LLM_SEX_005574	প্রকৃতির বিরুদ্ধে গিয়ে লিঙ্গ পরিবর্তন? এটা তো অসুস্থ মানসিকতা।	Sexism
LLM_SEX_005575	তৃতীয় লিঙ্গের নামে এখন যে কেউ পুরুষ সেজে ঘুরছে, সব ভণ্ডামি।	Sexism
LLM_SEX_005576	জন্মগতভাবে লিঙ্গ পরিবর্তন হয় না, এটা পশ্চিমা সংস্কৃতির প্রভাব।	Sexism
LLM_SEX_005577	মেয়ে সেজে পুরুষরা এখন রাস্তায় ভিখারি, লজ্জা শরম বলে কিছু নেই।	Sexism
LLM_SEX_005578	এরা না পুরুষ, না নারী, সমাজে এদের থাকার কোনো জায়গা নেই।	Sexism
LLM_SEX_005579	আল্লাহর সৃষ্টিকে অস্বীকার করে যারা নিজেদের রূপ বদলায়, তাদের জাহান্নামই প্রাপ্য।	Sexism
LLM_SEX_005580	তৃতীয় লিঙ্গ মানেই সমাজের জন্য অভিশাপ, এদের জন্যই এত পাপ বাড়ছে।	Sexism
LLM_SEX_005581	সার্জারি করে নারী সেজেছে, কিন্তু পুরুষালি ভাব যাবে কই? পুরোটাই ঢং।	Sexism
LLM_SEX_005582	এরা জন্মগত হিজড়া নয়, সমাজের চোখে ধুলো দিয়ে নিজেদের স্বার্থ হাসিল করছে।	Sexism
LLM_SEX_005583	ওর কোমর আর বুক দেখলে যেকোনো পুরুষের মাথা ঘুরে যাবে।	Sexism
LLM_SEX_005584	যেভাবে শরীর দোলায়, নির্ঘাত বহু পুরুষের সাথে রাত কাটায়।	Sexism
LLM_SEX_005585	এই মোটা শরীর নিয়ে আয়নার সামনে দাঁড়াতেও লজ্জা করে না?	Sexism
LLM_SEX_005586	চেহারা ভালো না হলে মেয়েরা কোনো কাজেরই না।	Sexism
LLM_SEX_005587	মেয়েদের তো স্লিম আর ফর্সা হওয়া উচিত, এই কালো আর মোটা মেয়েদের কে দেখবে?	Sexism
LLM_SEX_005588	শুধু শরীর দেখিয়ে লাইক কামানোই এদের একমাত্র কাজ।	Sexism
LLM_SEX_005589	ওর শরীরটা দেখলে মনে হয় মাংসের দোকান।	Sexism
LLM_SEX_005590	বয়স বাড়ার সাথে সাথে রূপও নষ্ট হয়ে গেছে, এখন আর কাউকে আকর্ষণ করতে পারে না।	Sexism
LLM_SEX_005591	মেয়েদের শরীর তো শুধু ভোগ করার জন্য, সম্মান কিসের?	Sexism
LLM_SEX_005592	এত সুন্দর শরীর নিয়ে লেখাপড়া করে কি হবে, তার তো শুধু পুরুষের মন ভোলালেই চলে।	Sexism
LLM_SEX_005593	মেয়েদের এই রাগারাগি সব লোক দেখানো, পুরুষদের মনোযোগ টানার জন্য।	Sexism
LLM_SEX_005594	এদের কথায় যুক্তি থাকে না, শুধু মেজাজ দেখিয়ে নিজেদের অক্ষমতা ঢাকতে চায়।	Sexism
LLM_SEX_005595	এইসব তেতো কথা বলা মেয়েরা জীবনে কখনো সুখী হতে পারে না, এদের মুখে শুধু বিষ।	Sexism
LLM_SEX_005596	আজকালকার মেয়েদের এত চিৎকার চেঁচামেচি সব হরমোনের দোষ, আর কিছু না।	Sexism
LLM_SEX_005597	ছোট্ট একটা কারণে এত নাটক করছে, মেয়েদের তো এসব বাড়াবাড়িই মানায়।	Sexism
LLM_SEX_005598	যে মেয়েরা জনসম্মুখে এত গলা ফাটিয়ে কথা বলে, তাদের চরিত্র নিয়ে প্রশ্ন জাগে।	Sexism
LLM_SEX_005599	তাদের রাগারাগি আসলে তাদের নিজেদের দুর্বলতা, কোনো শক্ত ভিত্তি নেই।	Sexism
LLM_SEX_005600	এইসব মেয়েদের রাগ মানেই কোনো ফায়দা তোলার চেষ্টা, সততা বলে কিছু নেই।	Sexism
LLM_SEX_005601	মেয়ে হয়ে এত প্রতিবাদ কেন? শান্ত হয়ে স্বামীর কথা শোনো, সেটাই তোমার কাজ।	Sexism
LLM_SEX_005602	নারীদের উচ্চকিত কণ্ঠ শুনলেই মাথা ধরে যায়, এত কথার কী দরকার?	Sexism
LLM_SEX_005603	মেয়েদের বুদ্ধি তো সব সময় আবেগ দিয়ে চলে, যুক্তি দিয়ে কিছু বোঝানো যায় না।	Sexism
LLM_SEX_005604	একটা দেশের নেতৃত্ব দিতে মেয়েদের মস্তিষ্কের ক্ষমতা যথেষ্ট নয়, বড় বড় কাজ পুরুষরাই পারে।	Sexism
LLM_SEX_005605	ঘর সামলানো আর রান্নাবান্নার বাইরে মেয়েদের আর কীসের বুদ্ধি থাকে?	Sexism
LLM_SEX_005606	সামান্য কথায় মেয়েদের মত পাল্টে যায়, এদের উপর ভরসা করা বোকামি।	Sexism
LLM_SEX_005607	মেয়েদের পরামর্শ শুনে কাজ করলে সব ভেস্তে যাবে, ওদের কথায় কান দিও না।	Sexism
LLM_SEX_005608	মেজাজ খারাপ হলে মেয়েদের মাথা কাজ করে না, তখন ওদের কোন সিদ্ধান্তই সঠিক হয় না।	Sexism
LLM_SEX_005609	মেয়েদের চালাকি শুধু পুরুষদের ফাঁদে ফেলার জন্য, আসল বুদ্ধিমত্তা এদের নেই।	Sexism
LLM_SEX_005610	মেকআপ আর শপিংয়ের বাইরে মেয়েদের মস্তিষ্ক আর কী ভাবতে পারে?	Sexism
LLM_SEX_005611	পুরুষদের তুলনায় মেয়েদের সিদ্ধান্ত নেওয়ার ক্ষমতা অনেক কম, ওরা হুটহাট ভুল করে বসে।	Sexism
LLM_SEX_005612	মেয়েরা শুধু সুন্দর কথা বলতে পারে, কিন্তু কঠিন সমস্যা সমাধানে তাদের বুদ্ধি চলে না।	Sexism
LLM_SEX_005613	এই মহিলা প্রধানমন্ত্রীর যত রাগ, সব তো মাসিক চক্রের দোষ, পুরুষদের মতো মাথা খাটিয়ে সিদ্ধান্ত নিতে পারে না।	Sexism
LLM_SEX_005614	ওকে দেখে কি মনে হয় যে দেশ চালাবে? ওর তো শাড়ি আর চুড়ি নিয়ে বসে থাকার কথা।	Sexism
LLM_SEX_005615	নেত্রী হয়েছেন শুধু পুরুষের চোখে ভালো লাগার জন্য, দেশের জন্য কী করছেন?	Sexism
LLM_SEX_005616	একটা মেয়ের এত বেশি ক্ষমতা থাকলে তো সমাজে বিশৃঙ্খলা বাড়বেই। ওদের নিয়ন্ত্রণ করা উচিত।	Sexism
LLM_SEX_005617	ওদের কি আসলেই বুদ্ধি আছে নাকি শুধু পুরুষদের মাথা ঘুরিয়ে নিজেদের কাজ হাসিল করে?	Sexism
LLM_SEX_005618	সংসার সামলাতে পারে না, আবার এসেছে দেশ চালাতে। হাস্যকর!	Sexism
LLM_SEX_005619	নারীদের রাজনীতিতে আসা মানেই তো পুরুষের জন্য আরও একটা সমস্যা। নিজেদের দুর্বলতা নিয়ে চলে আসে।	Sexism
LLM_SEX_005620	মিটিংয়ে এসে সাজগোজ নিয়ে ব্যস্ত থাকে, দেশের সমস্যা নিয়ে ভাবার সময় কোথায়?	Sexism
LLM_SEX_005621	এত আবেগপ্রবণ মানুষ কি করে নেতৃত্ব দেবে? একটা সামান্য কারণে তো কেঁদে ভাসাবে।	Sexism
LLM_SEX_005622	এই ধরনের নারী নেত্রীরা দেশের সম্মান নষ্ট করছে, এদের তো ঘরে ফেরানো উচিত।	Sexism
LLM_SEX_005623	মেয়েদের আসল বয়স তো লুকানোই থাকে, আর রূপ চলে গেলে তারা শুধুই বোঝা।	Sexism
LLM_SEX_005624	কর্মজীবী মায়েরা নাকি আধুনিক, অথচ তাদের ছেলেমেয়েরা মায়ের আদর পায় না।	Sexism
LLM_SEX_005625	স্বামী বিপথে গেলে দোষ তো স্ত্রীর, সে যদি ঘরটা গুছিয়ে রাখতে পারতো, এমনটা হতো না।	Sexism
LLM_SEX_005626	মেয়েদের পেটে কোনো কথা থাকে না, একটা গোপন কথা বললে দশজনের কাছে ছড়াবেই।	Sexism
LLM_SEX_005627	এত লেখাপড়া করে কী লাভ যদি বিয়ে করে ঘর-সংসারই না করলে? তোমার জ্ঞান তো কোনো কাজে লাগছে না।	Sexism
LLM_SEX_005628	মেয়েদের কাজ তো শুধু ঘর গোছানো আর স্বামী সেবা করা, রাজনীতি ওদের জন্য নয়।	Sexism
LLM_SEX_005629	এইসব মেয়েরা তো শুধু সামান্য কারণে চিৎকার করে, ওদের কথায় কান দেওয়ার দরকার নেই।	Sexism
LLM_SEX_005630	মেয়েরা শরীর দেখিয়েই পুরুষদের মনোযোগ চায়, শালীনতা বলে কিছু নেই।	Sexism
LLM_SEX_005631	পুরুষরা যেখানে বড় বড় সিদ্ধান্ত নেয়, মেয়েরা সেখানে শুধু টুকিটাকি বিষয় নিয়ে মাথা ঘামায়।	Sexism
LLM_SEX_005632	আধুনিকতার নামে মেয়েরা এখন শুধু দেহ বেচে বেড়ায়, এদের চরিত্র বলে কিছু নেই।	Sexism
LLM_SEX_005633	অফিসে নারীদের কাজ মানেই পুরুষদের মাথা খারাপ করা, ওরা তো কাজের চেয়ে গল্প বেশি করে।	Sexism
LLM_SEX_005634	একটা মেয়ে যখন ক্ষমতার চেয়ারে বসে, তখন শুধু তার পুরুষ সঙ্গীরাই সুবিধা ভোগ করে।	Sexism
LLM_SEX_005635	সংসার টিকিয়ে রাখা তো মেয়েদেরই কাজ, ওরা ব্যর্থ হলে পুরুষদের দোষ দিয়ে কী হবে?	Sexism
LLM_SEX_005636	মেয়েরা তো শুধু ছেলেদের টাকা নষ্ট করতে জানে, নিজেরা আয় করার ক্ষমতা নেই।	Sexism
LLM_SEX_005637	বয়স বাড়লে মেয়েদের রূপও শেষ, তখন আর পুরুষদের কাছে তাদের কোনো কদর থাকে না।	Sexism
LLM_SEX_005638	মেয়েরা তো শুধু মুখ দেখিয়ে বা বিছানা গরম করেই বড় পদ পায়, যোগ্যতার কী দরকার?	Sexism
LLM_SEX_005639	এত লেখাপড়া করে কী হবে যদি শেষমেশ চুলাতেই ফিরতে হয়? সব তো বরবাদ।	Sexism
LLM_SEX_005640	মেয়েদের সামান্য চাপেই ভেঙে পড়ে, বড় অফিসের কাজ ওদের জন্য না।	Sexism
LLM_SEX_005641	চাকরি করতে গিয়ে সংসার আর সন্তানের খবর রাখে না, এমন মা দিয়ে কী লাভ?	Sexism
LLM_SEX_005642	এরা শুধু লোক দেখানো চাকরি করে, আসলে তো পুরুষের চোখে পড়ার ধান্দা।	Sexism
LLM_SEX_005643	মেয়েদের তো শিক্ষকতা বা নার্সিংই মানায়, বড় পদগুলোতে পুরুষরাই ভালো।	Sexism
LLM_SEX_005644	স্বামী ছাড়া একটা মেয়ের এত বড় হওয়াটা সম্ভবই না, পেছন থেকে তো পুরুষই চালায়।	Sexism
LLM_SEX_005645	ডিগ্রি থাকলেই কি বুদ্ধি বাড়ে? মেয়েদের জ্ঞান তো ঘরের চার দেয়াল পর্যন্তই।	Sexism
LLM_SEX_005646	একজন নারী নেতা হলে দেশের কী হবে? ছোটখাটো বিষয় নিয়েই তো কেঁদে ভাসাবে।	Sexism
LLM_SEX_005647	মেয়ে হয়ে এত উচ্চাকাঙ্ক্ষা ভালো না, ছেলেদের মতো আচরণ করলেই কি সব হবে?	Sexism
LLM_SEX_005648	এই সব মেয়েদের কি কাজ নেই? ঘরে স্বামী-সংসার সামলানোই তো এদের আসল কাজ।	Sexism
LLM_SEX_005649	আন্দোলনের নামে শুধু শরীর দেখাচ্ছে, পুরুষের নজর কাড়াই এদের উদ্দেশ্য।	Sexism
LLM_SEX_005650	ভদ্র ঘরের মেয়েরা এভাবে রাস্তায় নেমে চিৎকার করে না, এদের মান-সম্মান বলে কিছু নেই।	Sexism
LLM_SEX_005651	আবেগ দিয়ে রাজনীতি হয় না। মেয়েরা তো শুধু অন্যের ইশারায় চলে, নিজেদের বুদ্ধি কোথায়?	Sexism
LLM_SEX_005652	প্রতিবাদ করার ক্ষমতা কি মেয়েদের আছে? একটু কষ্ট হলেই তো সব ছেড়ে পালাবে।	Sexism
LLM_SEX_005653	আন্দোলন বাদ দিয়ে স্বামীর সেবা আর সন্তান লালন-পালনে মন দিক, সেটাই দেশের জন্য ভালো।	Sexism
LLM_SEX_005654	এই আন্দোলনকারী মহিলারা শুধু বিরক্তিকর, সমাজের জন্য এদের কোনো অবদান নেই।	Sexism
LLM_SEX_005655	রাস্তার আন্দোলনে শুধু পতিতারা যায়, ভালো মেয়েরা ঘরের মান রাখে।	Sexism
LLM_SEX_005656	আন্দোলনে এত গলা ফাটায়, নির্ঘাত নেতাদের সাথে রাত কাটায়।	Sexism
LLM_SEX_005657	দেশের গুরুত্বপূর্ণ বিষয়ে মেয়েদের কথা বলার কোনো দরকার নেই, ওরা তো গভীর কিছু বোঝে না।	Sexism
LLM_SEX_005658	ধর্মীয় বিধানে মেয়েদের ঘরের চার দেয়ালের বাইরে প্রয়োজন ছাড়া পা রাখা উচিত নয়।	Sexism
LLM_SEX_005659	পরিবারের ইজ্জত মেয়েদের শালীন পোশাকে আর পুরুষদের অনুগত থাকাতেই নিহিত।	Sexism
LLM_SEX_005660	মর্দেদের মজলিসে মেয়েদের উচ্চস্বরে কথা বলা বেয়াদবি, এটা ইসলামে সমর্থন করে না।	Sexism
LLM_SEX_005661	মেয়েরা তো অস্থায়ী আমানত, একসময় স্বামীর ঘরে গিয়ে তার সম্পত্তি হয়ে যায়।	Sexism
LLM_SEX_005662	নারীর আসল পরিচয় তার মাতৃত্বে, ডিগ্রি দিয়ে কি হবে যদি সন্তান লালন পালনে মনোযোগ না দেয়?	Sexism
LLM_SEX_005663	যারা শরীর দেখিয়ে চলে, তারা তো বেহায়া, মুসলিম সমাজে এমন মেয়েদের কোনো ঠাঁই নেই।	Sexism
LLM_SEX_005664	দেশের শাসনভার মেয়েদের হাতে থাকা মানেই বিপর্যয়, তাদের দূরদর্শিতা আর নেতৃত্বগুণ পুরুষের মতো নয়।	Sexism
LLM_SEX_005665	নারীর রূপ পুরুষের ইমান নষ্ট করে, তাই তাদের পর্দা করে চলা উচিত।	Sexism
LLM_SEX_005666	মেয়েরা পরিবারে কলঙ্ক নিয়ে এলে সেই বংশের মাথা নিচু হয়ে যায়, এদের কঠোর নিয়ন্ত্রণ করা দরকার।	Sexism
LLM_SEX_005667	মেয়েদের চোখের পানি তো শুধু অস্ত্র, এটা দিয়ে ওরা পুরুষদের কাবু করে নিজেদের কাজ করিয়ে নেয়।	Sexism
LLM_SEX_005668	মেয়েরা শুধু রান্নাঘরে মানায়, দেশ চালানোর বুদ্ধি ওদের মাথায় থাকে না।	Sexism
LLM_SEX_005669	এইসব মেয়েদের দেখলে মনে হয় শুধু শরীর বেচেই চলেছে, এদের চরিত্র বলে কিছু নেই।	Sexism
LLM_SEX_005670	কর্মজীবী নারীরা শুধু পরিবার ভাঙছে, ঘরের কাজ ছেড়ে বেরিয়ে এসে অশান্তি বাড়াচ্ছে।	Sexism
LLM_SEX_005671	মেয়েদের হাতে টাকা দেওয়া মানেই সর্বনাশ, ওরা শুধু অপচয় করতে জানে।	Sexism
LLM_SEX_005672	আধুনিকতার নামে মেয়েরা এখন যা পোশাক পরছে, তাতে সমাজের সম্মান নষ্ট হচ্ছে।	Sexism
LLM_SEX_005673	রান্নাঘরের কাজ যে মেয়ে পারে না, তার কপালে সুখ নেই।	Sexism
LLM_SEX_005674	স্বামীকে ভালোবেসে দু'বেলা রান্না করাই তো মেয়েদের আসল দায়িত্ব।	Sexism
LLM_SEX_005675	আধুনিকতার নামে রান্না ছেড়ে যারা রেস্টুরেন্টে ঘোরে, তাদের সংসার টেকে না।	Sexism
LLM_SEX_005676	ঘরের কাজ ফেলে মেয়েরা বাইরে ঘুরতে যায়, তাই সমাজে এত সমস্যা।	Sexism
LLM_SEX_005677	যে বউ ভালো রান্না করতে পারে না, তার স্বামী অন্য নারীর দিকে তাকাবেই।	Sexism
LLM_SEX_005678	একটা মেয়ে সুন্দর হলেই হবে না, ভালো রাঁধুনি হওয়া তার প্রথম গুণ।	Sexism
LLM_SEX_005679	মেয়েদের হাত দিয়ে রান্না করলেই খাবার সুস্বাদু হয়, পুরুষের হাতে জাদু নেই।	Sexism
LLM_SEX_005680	সংসার চালানোর মূল চাবিকাঠি হলো রান্নাঘরের ক্ষমতা, মেয়েদের এটা বুঝতে হবে।	Sexism
LLM_SEX_005681	সকাল-সন্ধ্যা রান্না করতে পারে না, আবার চাকরি করার স্বপ্ন দেখে!	Sexism
LLM_SEX_005682	গৃহস্থালীর কাজে মন নেই, শুধু মেকআপ আর সাজগোজ নিয়ে ব্যস্ত।	Sexism
LLM_SEX_005683	এই মহিলা রাজনীতিতে আসে শুধু নিজেকে জাহির করতে, দেশের কাজ করার বুদ্ধি নেই।	Sexism
LLM_SEX_005684	মেয়েদের দেশ চালানোর স্বপ্ন দেখা মানায় না, ওদের আসল জায়গা তো রান্নাঘর।	Sexism
LLM_SEX_005685	একজন নারীর হাতে দেশের ক্ষমতা? এটা তো দেশকে রসাতলে ফেলার নামান্তর।	Sexism
LLM_SEX_005686	এই নেত্রীর সব সিদ্ধান্ত আসলে পুরুষের, ও তো শুধু পুতুলের মতো মাথা নাড়ে।	Sexism
LLM_SEX_005687	দেশের গোপনীয়তা নারী নেত্রীর হাতে নিরাপদ নয়, সব ফাঁস করে দেবে।	Sexism
LLM_SEX_005688	পুরুষদের কঠিন জগতে মেয়েদের ভূমিকা কী? শুধু মিটিংয়ে সময় নষ্ট করা।	Sexism
LLM_SEX_005689	এই মহিলা তার রূপ আর ছলনা দিয়েই উপরে উঠেছে, যোগ্যতা বলে কিছু নেই।	Sexism
LLM_SEX_005690	মেয়েদের মতামত মানেই তো আবেগ আর হরমোনের খেলা, গুরুত্বপূর্ণ নয়।	Sexism
LLM_SEX_005691	যে মেয়েদের চোখে লাজ-শরম নেই, তারাই এখন নিজেকে নেত্রী দাবি করে।	Sexism
LLM_SEX_005692	দেশের কঠিন পরিস্থিতি সামলানোর ক্ষমতা মেয়েদের নেই, ওরা তো অল্পতেই ভেঙে পড়ে।	Sexism
LLM_SEX_005693	মেয়েরা গাড়ি চালালে রাস্তায় নিশ্চিত বিপদ, ওদের হাতে স্টিয়ারিং কেন?	Sexism
LLM_SEX_005694	নারীদের সব অভিযোগ কান্নার নাটক, পুরুষদের মনোযোগ কাড়ার জন্য।	Sexism
LLM_SEX_005695	এই মহিলা অফিসে কাজ কম, মেকআপ আর সাজগোজ নিয়েই বেশি ব্যস্ত।	Sexism
LLM_SEX_005696	মেয়েরা শুধু টাকা আর পজিশন দেখে বিয়ে করে, ভালোবাসা এদের কাছে মূল্যহীন।	Sexism
LLM_SEX_005697	ছেলেরা ভুল পথে গেলে দোষ মেয়েদের পোশাকের, শালীনতা বজায় রাখলে এমনটা হত না।	Sexism
LLM_SEX_005698	সম্পর্ক ভাঙার একমাত্র কারণ মেয়েদের অহেতুক জেদ আর অযৌক্তিক চাহিদা।	Sexism
LLM_SEX_005699	মেয়েদের কাজ শুধু সন্তান জন্ম দেওয়া আর বংশ রক্ষা করা, বড় সিদ্ধান্ত পুরুষরাই নেয়।	Sexism
LLM_SEX_005700	যেখানে দু'জন মেয়ে এক সাথে হয়, সেখানে গীবত আর পরচর্চা ছাড়া আর কিছু হয় না।	Sexism
LLM_SEX_005701	একটুতেই হাঁপিয়ে যায়, ভারী কাজ আর শারীরিক পরিশ্রম মেয়েদের জন্য নয়।	Sexism
LLM_SEX_005702	এদের মতামত মানেই সময় নষ্ট, কাজের কথা তো পুরুষরাই ভালো বোঝে।	Sexism
LLM_SEX_005703	শিক্ষিত মেয়েরা শুধু অহংকার করতে জানে, ঘর সংসার এদের জন্য বোঝা।	Sexism
LLM_SEX_005704	কর্মক্ষেত্রে মেয়েদের সম্মান তো শুধু কোটা আর পুরুষের মন জয় করেই মেলে।	Sexism
LLM_SEX_005705	যে মেয়ে নিজের সন্তানকে সময় দিতে পারে না, তার কিসের ক্যারিয়ার?	Sexism
LLM_SEX_005706	একজন নারী যখন বড় কর্মকর্তা হয়, তখন তার পুরুষ সহকর্মীরা শুধু হাসাহাসি করে।	Sexism
LLM_SEX_005707	মেয়েদের ডিগ্রিটা শুধু বিয়ের বাজারে দাম বাড়ানোর জন্য, বাস্তব জীবনে কোনো কাজে লাগে না।	Sexism
LLM_SEX_005708	কঠিন সিদ্ধান্ত নেওয়ার ক্ষমতা মেয়েদের নেই, ওরা তো অল্পতেই ঘাবড়ে যায়।	Sexism
LLM_SEX_005709	নিজের পায়ে দাঁড়ানোর নামে আজকাল মেয়েরা শুধু পুরুষের কাঁধে চড়তে চায়।	Sexism
LLM_SEX_005710	মেয়েরা যতই উপরে উঠুক না কেন, পুরুষের সমর্থন ছাড়া কিছুই না।	Sexism
LLM_SEX_005711	বিয়ে করে ঘর সংসার করার বয়সেই ওরা ক্যারিয়ার ক্যারিয়ার করে ছুটে বেড়াচ্ছে।	Sexism
LLM_SEX_005712	একটা মেয়ে যখন পুরুষদের মতো আচরণ করে, তখন তার নারীত্বই হারিয়ে যায়।	Sexism
LLM_SEX_005713	নারীদের কাজ শুধু পুরুষের মনোরঞ্জন করা, এর বেশি কিছু নয়।	Sexism
LLM_SEX_005714	মেয়েদের মেধা তো শাড়ি আর রান্নার মধ্যেই সীমাবদ্ধ, উচ্চশিক্ষা ওদের জন্য বিলাসিতা।	Sexism
LLM_SEX_005715	স্বামীকে খুশি রাখতে পারলেই মেয়েদের জীবন সফল, ক্যারিয়ার নিয়ে এত মাথা ঘামানোর কী আছে?	Sexism
LLM_SEX_005716	ঘরের বৌদের চুপচাপ স্বামীর কথা শোনা উচিত, অযথা বাইরে মুখ খোলা মানেই অশান্তি।	Sexism
LLM_SEX_005717	যে মেয়ে রাত করে বাইরে থাকে, তার চরিত্র নিয়ে কথা বলার কোনো অধিকার নেই।	Sexism
LLM_SEX_005718	মেয়েরা পুরুষের সমান অধিকার চায়, অথচ তাদের জন্য আলাদা বাথরুম আর সুযোগ-সুবিধা দরকার।	Sexism
LLM_SEX_005719	একটা সুন্দরী মেয়ে তো কেবল পুরুষের চোখ টানার জন্য, বুদ্ধিমান মেয়েদের কেউ দেখতে চায় না।	Sexism
LLM_SEX_005720	নারীরা তো জন্মগত ভাবেই দুর্বল আর আবেগপ্রবণ, ওদের দিয়ে কঠোর পরিশ্রমের কাজ করানো যায় না।	Sexism
LLM_SEX_005721	যদি কোনো মেয়ে খারাপ মন্তব্য পায়, তবে তার পোশাক বা আচরণেই নিশ্চয়ই কোনো ভুল ছিল।	Sexism
LLM_SEX_005722	মেয়েদের ভোট দেওয়ার কী দরকার? তারা তো পরিবারের পুরুষ সদস্যের মতামতই দেবে।	Sexism
LLM_SEX_005723	মেয়েদের মুখ তো সৃষ্টিকর্তা ঘরোয়া কথা বলার জন্য দিয়েছেন, বাইরের জগতে ওদের চুপ থাকাই শোভা পায়।	Sexism
